GeneID,baseMean,log2FoldChange,lfcSE,pvalue,padj
A1BG,36.54857106120689,0.12807905316855714,0.211499438411517,0.14675504533623335,0.33228223180769245
A2M,31.01078454445308,0.09424028289980459,0.21843726147601666,0.007630988381109035,0.03751802476507465
A4GALT,103.09185253997802,0.21613079621622808,0.26051744240416574,0.0652186932914021,0.18878399963221232
AACS,1103.9102030690815,0.22075765582056306,0.07715344611199902,0.0017017461960994462,0.011322006657906171
AAED1,584.4246325445504,0.022555816052686837,0.10218677724170983,0.7903351087120549,0.8981440383652873
AAGAB,2011.1042884740143,-0.12857609516153085,0.06538204077426597,0.034366921021161026,0.11805627184728601
AAK1,927.4914809896367,-0.039000648488952606,0.13914350571247946,0.6674266294231497,0.8264813293967005
AAMDC,243.3441902892258,0.32035032847892575,0.11047653522141247,8.0380232353445e-4,0.006098349584628318
AAMP,3145.001324901777,-0.24043246891590558,0.07355486488207275,3.7223248370238734e-4,0.003199126627221007
AAR2,204.5285334886478,-0.07791041867027743,0.19718278658749827,0.17307640016029416,0.3713070065627475
AARD,6.426317692735518,0.0788803361307118,0.20289105252420672,0.08261185013238224,NA
AARS,2864.422306583924,-0.6098477931282267,0.4136009063870202,0.005653496621984287,0.029899560167368455
AARS2,1115.350614825682,-0.16469149094857546,0.07052067448778963,0.011541046184877697,0.05169461433169035
AARSD1,754.8058931277125,-0.09900056902840015,0.10303315998453395,0.24697095983505934,0.46630984977626566
AASDH,667.2688708298505,0.04223442941416205,0.10346248829514523,0.6228034801637626,0.7985739258313599
AASDHPPT,2886.44847985653,-0.15753347742751378,0.08699990600493837,0.040710724342838955,0.1344961707918976
AASS,37.53709881359066,-0.05897050763659553,0.1730884253847058,0.44854543171364203,0.6675527769324231
AATF,2835.35100019076,-0.20557319848525601,0.08398875657505804,0.005204661279168357,0.028136714309201057
AATK,15.08417518250312,-0.019916821448045886,0.18043877478113093,0.6219662479717141,NA
AB019441.29,6.926430149816209,0.004802899808468332,0.18123611301548218,0.8744952584255613,NA
ABAT,668.9170611758967,0.38098539896684497,0.13358911737623147,6.88976135200709e-4,0.005390936075430109
ABC13-47488600E17.1,11.286911579000808,0.04402158769867256,0.18882591185448816,0.14714308323595054,NA
ABC7-42404400C24.1,180.57160514134358,0.1026460304891099,0.12470060788522606,0.27859729576003844,0.5035639064193603
ABCA1,97.43850851257338,1.047069699524447,0.22035432504019611,1.145452431864003e-7,2.545268677778945e-6
ABCA10,48.83080806476405,0.05588464553531348,0.18801068997413298,0.2711556247043105,0.4955643847954675
ABCA11P,35.64110257545561,0.2066241072587797,0.25325968873349836,0.07117103859971108,0.20167550034789922
ABCA13,12.833867484386506,0.08099562640679951,0.20032840232959256,0.1432214247834116,NA
ABCA17P,22.925925649590795,-0.06325885500580058,0.18536617117586285,0.32232386149746917,0.5499844199184398
ABCA2,4820.27406785615,-0.22074610831669939,0.1214419424068902,0.026923183242786423,0.09877106707870648
ABCA3,28.617239597433368,0.056922392120131976,0.18777898032443163,0.2742155540274001,0.4993493991944373
ABCA5,382.2716402307256,0.06780976343261937,0.1306422418102883,0.47330372215959293,0.6871212371923967
ABCA6,46.062790169859014,1.3594593100456844,0.44705023253475124,8.949606722839203e-5,9.50941441081781e-4
ABCA7,2909.274760285033,0.6225690376651539,0.10839918351040166,8.854346157715208e-10,2.9486153284679336e-8
ABCA8,7.862441914442611,0.009957826401862744,0.17897444210319957,0.811358664921634,NA
ABCA9,34.89595303901347,0.021679696260901944,0.18042693422429895,0.6021985646551797,0.7852675677286498
ABCB10,2826.4182150489114,-0.09826965616328615,0.05420269774363016,0.05535938567167431,0.1684932996022103
ABCB5,11.380401755509112,0.033270788078888454,0.17925202958817338,0.5296863998486296,NA
